First Reaction,Second Reaction,Second Reaction Author
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-265160"",""R-HSA-265160"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-265160"",""R-HSA-265160"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993784"",""R-HSA-2993784"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993781"",""R-HSA-2993781"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2990833"",""R-HSA-2990833"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993784"",""R-HSA-2993784"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993781"",""R-HSA-2993781"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2990833"",""R-HSA-2990833"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5228525"",""R-HSA-5228525"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993784"",""R-HSA-2993784"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993781"",""R-HSA-2993781"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2990833"",""R-HSA-2990833"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997616"",""R-HSA-2997616"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4085350"",""R-HSA-4085350"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997616"",""R-HSA-2997616"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997616"",""R-HSA-2997616"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997616"",""R-HSA-2997616"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997706"",""R-HSA-2997706"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4085350"",""R-HSA-4085350"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997706"",""R-HSA-2997706"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997706"",""R-HSA-2997706"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997706"",""R-HSA-2997706"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997709"",""R-HSA-2997709"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4085350"",""R-HSA-4085350"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997709"",""R-HSA-2997709"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997709"",""R-HSA-2997709"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997709"",""R-HSA-2997709"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997723"",""R-HSA-2997723"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4085350"",""R-HSA-4085350"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997723"",""R-HSA-2997723"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997723"",""R-HSA-2997723"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2997723"",""R-HSA-2997723"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000348"",""R-HSA-3000348"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4085350"",""R-HSA-4085350"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000348"",""R-HSA-3000348"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993790"",""R-HSA-2993790"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000348"",""R-HSA-3000348"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993769"",""R-HSA-2993769"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000348"",""R-HSA-3000348"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993780"",""R-HSA-2993780"")","May, B"
