First Reaction,Second Reaction,Second Reaction Author
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""R-HSA-174224"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141429"",""R-HSA-141429"")","Yen, TJ"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""R-HSA-174238"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174144"",""R-HSA-174144"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""R-HSA-174238"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""R-HSA-174224"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""R-HSA-174238"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174227"",""R-HSA-174227"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174255"",""R-HSA-174255"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179410"",""R-HSA-179410"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174255"",""R-HSA-174255"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174171"",""R-HSA-174171"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174255"",""R-HSA-174255"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174104"",""R-HSA-174104"")","Lorca, T"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174273"",""R-HSA-174273"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187949"",""R-HSA-187949"")","Pagano, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""R-HSA-174441"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176175"",""R-HSA-176175"")","Borowiec, JA"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""R-HSA-174441"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912503"",""R-HSA-912503"")","May, B"
