First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,IsCyclic?,Approved/Rejected,Reasons_for_Rejection,Other_Comments
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912389"",""Formation of axial/lateral elements of Synaptonemal Complex"")",912389,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912505"",""Synapsis"")",912505,"May, B",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912429"",""Resolution of meiotic holliday junction"")",912429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912503"",""Formation of meiotic single-stranded DNA invasion complex"")",912503,"May, B",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912429"",""Resolution of meiotic holliday junction"")",912429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912496"",""Formation of meiotic holliday junction"")",912496,"May, B",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912496"",""Formation of meiotic holliday junction"")",912496,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912503"",""Formation of meiotic single-stranded DNA invasion complex"")",912503,"May, B",Yes,False,,,
