Pathway,First Reaction,Second Reaction,Second Reaction Author
Gene expression (Transcription),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""R-HSA-113454"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-83803"",""R-HSA-83803"")","Hernandez, N"
Gene expression (Transcription),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""R-HSA-113454"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-76056"",""R-HSA-76056"")","Hernandez, N"
