Pathway,First Reaction,Second Reaction,Second Reaction Author
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2404137"",""R-HSA-2404137"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74843"",""R-HSA-74843"")","Carleton, KL"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2404144"",""R-HSA-2404144"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74843"",""R-HSA-74843"")","Carleton, KL"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2453855"",""R-HSA-2453855"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74843"",""R-HSA-74843"")","Carleton, KL"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2465926"",""R-HSA-2465926"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74872"",""R-HSA-74872"")","Carleton, KL"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2581488"",""R-HSA-2581488"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74948"",""R-HSA-74948"")","Carleton, KL"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2586748"",""R-HSA-2586748"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74885"",""R-HSA-74885"")","Carleton, KL"
