Pathway,First Reaction,Second Reaction,Second Reaction Author
Metabolism of proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204617"",""R-HSA-204617"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204647"",""R-HSA-204647"")","Johansson, HE"
Metabolism of proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204647"",""R-HSA-204647"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204617"",""R-HSA-204617"")","Johansson, HE"
