Pathway,First Reaction,Second Reaction,Second Reaction Author
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948582"",""R-HSA-8948582"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8944483"",""R-HSA-8944483"")","Carracedo, A"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948583"",""R-HSA-8948583"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8944483"",""R-HSA-8944483"")","Carracedo, A"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948641"",""R-HSA-8948641"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8944632"",""R-HSA-8944632"")","Carracedo, A"
Signal Transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948651"",""R-HSA-8948651"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8944632"",""R-HSA-8944632"")","Carracedo, A"
