Pathway,First Reaction,Second Reaction,Second Reaction Author
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686980"",""R-HSA-9686980"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188191"",""R-HSA-188191"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686969"",""R-HSA-9686969"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188350"",""R-HSA-188350"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9018017"",""R-HSA-9018017"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-188390"",""R-HSA-188390"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9018017"",""R-HSA-9018017"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2172678"",""R-HSA-2172678"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2301205"",""R-HSA-2301205"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467775"",""R-HSA-2467775"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467809"",""R-HSA-2467809"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467794"",""R-HSA-2467794"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2468041"",""R-HSA-2468041"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467809"",""R-HSA-2467809"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467811"",""R-HSA-2467811"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2529015"",""R-HSA-2529015"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2529020"",""R-HSA-2529020"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562594"",""R-HSA-2562594"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3002811"",""R-HSA-3002811"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2984258"",""R-HSA-2984258"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9648017"",""R-HSA-9648017"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993898"",""R-HSA-2993898"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2995376"",""R-HSA-2995376"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993898"",""R-HSA-2993898"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2470935"",""R-HSA-2470935"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2995376"",""R-HSA-2995376"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2993898"",""R-HSA-2993898"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000310"",""R-HSA-3000310"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000319"",""R-HSA-3000319"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000327"",""R-HSA-3000327"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156682"",""R-HSA-156682"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000327"",""R-HSA-3000327"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562526"",""R-HSA-2562526"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000327"",""R-HSA-3000327"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852324"",""R-HSA-8852324"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000335"",""R-HSA-3000335"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000339"",""R-HSA-3000339"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-375302"",""R-HSA-375302"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9648114"",""R-HSA-9648114"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088134"",""R-HSA-4088134"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2294590"",""R-HSA-2294590"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088134"",""R-HSA-4088134"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3002811"",""R-HSA-3002811"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088134"",""R-HSA-4088134"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088130"",""R-HSA-4088130"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088141"",""R-HSA-4088141"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088024"",""R-HSA-4088024"")","Orlic-Milacic, M"
