Pathway,First Reaction,Second Reaction,Second Reaction Author
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694723"",""R-HSA-9694723"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694345"",""R-HSA-9694345"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694723"",""R-HSA-9694723"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694568"",""R-HSA-9694568"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694723"",""R-HSA-9694723"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694575"",""R-HSA-9694575"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697057"",""R-HSA-9697057"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9635666"",""R-HSA-9635666"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685906"",""R-HSA-9685906"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683618"",""R-HSA-9683618"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685906"",""R-HSA-9685906"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683735"",""R-HSA-9683735"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685906"",""R-HSA-9685906"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683622"",""R-HSA-9683622"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685906"",""R-HSA-9685906"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683624"",""R-HSA-9683624"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685906"",""R-HSA-9685906"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683656"",""R-HSA-9683656"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694733"",""R-HSA-9694733"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694370"",""R-HSA-9694370"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694733"",""R-HSA-9694733"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694794"",""R-HSA-9694794"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694733"",""R-HSA-9694733"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694681"",""R-HSA-9694681"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694733"",""R-HSA-9694733"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694280"",""R-HSA-9694280"")","Stephan, R"
Disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694733"",""R-HSA-9694733"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694447"",""R-HSA-9694447"")","Stephan, R"
Immune System,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798745"",""R-HSA-6798745"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222685"",""R-HSA-1222685"")","Stephan, R"
Immune System,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798749"",""R-HSA-6798749"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222685"",""R-HSA-1222685"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855165"",""R-HSA-1855165"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855166"",""R-HSA-1855166"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855198"",""R-HSA-1855198"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855219"",""R-HSA-1855219"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2023973"",""R-HSA-2023973"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2023971"",""R-HSA-2023971"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855222"",""R-HSA-1855222"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
