Pathway,First Reaction,Second Reaction,Second Reaction Author
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5684887"",""R-HSA-5684887"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693580"",""R-HSA-5693580"")","Thompson, L"
DNA Repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5686657"",""R-HSA-5686657"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693580"",""R-HSA-5693580"")","Thompson, L"
