Pathway,First Reaction,Second Reaction,Second Reaction Author
Vesicle-mediated transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190782"",""R-HSA-190782"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190541"",""R-HSA-190541"")","Falk, MM"
Vesicle-mediated transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190877"",""R-HSA-190877"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190520"",""R-HSA-190520"")","Falk, MM"
