Pathway,First Reaction,Second Reaction,Second Reaction Author
Immune System,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168777"",""R-HSA-1168777"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1362465"",""R-HSA-1362465"")","Herington, AC"
Immune System,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168777"",""R-HSA-1168777"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1362485"",""R-HSA-1362485"")","Herington, AC"
