PathwayName,Event,RelationType,InputReaction
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-194669
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-194689
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-194641
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-194698
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-209868
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-156526
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-209765
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-196402
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-195664
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-196417
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-6807055
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-5423672
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-5423664
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-5423637
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-5423678
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-5423647
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-193758
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-193746
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-192036
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-192067
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-192160
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-192033
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-193841
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-193824
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-193800
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-193821
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-193781
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-193755
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-191983
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-1475022
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-428123
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-428260
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-428259
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-75872
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-548831
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-548818
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-5690565
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-8847579
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161792
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161745
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161979
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161651
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161549
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161614
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161692
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161890
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161899
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161951
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2161844
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-9037761
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-9027321
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-9027043
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-9027042
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-9027044
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-9027302
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-9024993
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-373875
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-1497810
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-1475414
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-202127
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-189398
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-8937419
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-76494
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-189384
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-9018901
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-9018867
Metabolism,R-HSA-5693390,Shared entity relation,R-HSA-2564824
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-75889
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-390438
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-390425
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-75883
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5661240
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5661256
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-70482
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-71849
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-3149519
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-3095889
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-71682
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-73646
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-450971
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5340226
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-1497869
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-1497794
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-73571
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-73585
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-73616
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-514604
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-200676
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-197972
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-197963
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-200718
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-3149518
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5263614
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5263616
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2408542
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2408556
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2408548
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2408558
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-71200
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-197268
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-197186
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-71130
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-350869
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-209772
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-6783955
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5652172
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-191352
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-975629
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2855252
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-6786239
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9640302
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-198824
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193068
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193072
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193099
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193981
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193070
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193064
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-469659
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193143
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-804969
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193060
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193964
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-196060
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9018874
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-8936442
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-211873
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5602295
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-192065
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-211951
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-192178
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-192061
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-192051
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-194678
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-191299
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-191402
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193845
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-191972
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193709
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-192157
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-211923
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-209845
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-6807053
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-6807064
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-194632
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-194669
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-194689
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-194641
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-194698
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-209868
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-156526
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-209765
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-196402
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-195664
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-196417
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-6807055
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5423672
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5423664
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5423637
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5423678
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5423647
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193758
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193746
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-192036
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-192067
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-192160
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-192033
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193841
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193824
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193800
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193821
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193781
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-193755
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-191983
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-1475022
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-428123
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-428260
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-428259
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-75872
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-548831
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-548818
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-5690565
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-8847579
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161792
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161745
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161979
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161651
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161549
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161614
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161692
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161890
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161899
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161951
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2161844
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9037761
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9027321
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9027043
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9027042
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9027044
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9027302
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9024993
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-373875
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-1497810
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-1475414
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-202127
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-189398
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-8937419
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-76494
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-189384
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9018901
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-9018867
Metabolism,R-HSA-8862137,Shared entity relation,R-HSA-2564824
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-450984
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-6808487
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-5696822
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-193497
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-192042
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-9012349
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-193995
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-204169
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70975
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70870
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70881
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70830
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70982
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-109339
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-109342
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-1482778
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-1483197
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-1482759
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-77344
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-77256
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-77277
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-77301
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-77333
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-77325
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-77314
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70609
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-5690066
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-2393954
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-109514
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-6810472
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-6797955
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-1614605
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-1614544
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70667
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-452036
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70941
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70940
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-5696408
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-508308
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70785
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-5693153
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-6784402
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-9011595
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70679
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-6797653
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-6797913
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-70600
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-6801462
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-5694137
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-71723
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-5696091
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-5694563
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-2995330
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-1475032
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-8878654
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-5696415
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-1482847
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-1482745
Metabolism,R-HSA-194017,Shared entity relation,R-HSA-449937
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-193965
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-450984
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-6808487
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-5696822
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-193497
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-192042
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-9012349
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-204169
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70975
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70870
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70881
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70830
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70982
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-109339
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-109342
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-1482778
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-1483197
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-1482759
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-77344
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-77256
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-77277
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-77301
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-77333
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-77325
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-77314
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70609
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-5690066
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-2393954
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-109514
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-6810472
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-6797955
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-1614605
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-1614544
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70667
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-452036
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70941
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70940
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-5696408
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-508308
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70785
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-5693153
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-6784402
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-9011595
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70679
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-6797653
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-6797913
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-70600
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-6801462
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-5694137
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-71723
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-5696091
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-5694563
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-2995330
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-1475032
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-8878654
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-5696415
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-1482847
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-1482745
Metabolism,R-HSA-193995,Shared entity relation,R-HSA-449937
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-75889
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-390438
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-390425
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-75883
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5661240
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5661256
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-70482
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-71849
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-3149519
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-3095889
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-71682
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-73646
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-450971
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5340226
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-1497869
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-1497794
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-73571
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-73585
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-73616
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-514604
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-200676
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-197972
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-197963
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-200718
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-3149518
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5263614
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5263616
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-2408542
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-2408556
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-2408548
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-2408558
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-71200
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-197268
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-197186
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-71130
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-350869
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-209772
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-6783955
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5652172
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-191352
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-975629
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-2855252
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-6786239
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-9640302
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-198824
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193068
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193072
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193099
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193981
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193070
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193064
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-469659
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193143
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-804969
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193060
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193964
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-196060
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-9018874
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-8936442
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-211873
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5602295
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-192065
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-211951
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-192178
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-192061
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-192051
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-194678
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-191299
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-191402
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193845
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-191972
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-193709
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-192157
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-211923
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-209845
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-6807053
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-6807064
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-194632
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-194669
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-194689
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-194641
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-194698
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-209868
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-156526
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-209765
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-196402
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-195664
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-196417
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-6807055
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5423672
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5423664
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5423637
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5423678
Metabolism,R-HSA-196350,Shared entity relation,R-HSA-5423647
