PathwayName,Event,RelationType,PrecedingEventCurated
Signal Transduction,R-HSA-5668714,Preceding Event Relation,null
Signal Transduction,R-HSA-6798174,Preceding Event Relation,null
Signal Transduction,R-HSA-5668718,Preceding Event Relation,R-HSA-5668714
Signal Transduction,R-HSA-9626817,Preceding Event Relation,R-HSA-9626816
Signal Transduction,R-HSA-9626848,Preceding Event Relation,R-HSA-5668605
Signal Transduction,R-HSA-9626816,Preceding Event Relation,R-HSA-9626880
Signal Transduction,R-HSA-9626816,Preceding Event Relation,R-HSA-9626832
Signal Transduction,R-HSA-9626880,Preceding Event Relation,null
Signal Transduction,R-HSA-5668731,Preceding Event Relation,R-HSA-5668735
Signal Transduction,R-HSA-5668605,Preceding Event Relation,null
Signal Transduction,R-HSA-5668735,Preceding Event Relation,null
Signal Transduction,R-HSA-5668629,Preceding Event Relation,R-HSA-5668605
Signal Transduction,R-HSA-9626832,Preceding Event Relation,null
Signal Transduction,R-HSA-194913,Preceding Event Relation,null
Signal Transduction,R-HSA-194854,Preceding Event Relation,null
Signal Transduction,R-HSA-194922,Preceding Event Relation,R-HSA-194913
Signal Transduction,R-HSA-195146,Preceding Event Relation,R-HSA-194854
Signal Transduction,R-HSA-194894,Preceding Event Relation,R-HSA-194913
Signal Transduction,R-HSA-5675206,Preceding Event Relation,R-HSA-5674385
Signal Transduction,R-HSA-5674387,Preceding Event Relation,R-HSA-5674385
Signal Transduction,R-HSA-5675376,Preceding Event Relation,R-HSA-5674385
Signal Transduction,R-HSA-109857,Preceding Event Relation,R-HSA-451649
Signal Transduction,R-HSA-109860,Preceding Event Relation,R-HSA-109857
Signal Transduction,R-HSA-109863,Preceding Event Relation,R-HSA-109860
Signal Transduction,R-HSA-112342,Preceding Event Relation,null
Signal Transduction,R-HSA-109858,Preceding Event Relation,null
Signal Transduction,R-HSA-109862,Preceding Event Relation,R-HSA-109858
Signal Transduction,R-HSA-109864,Preceding Event Relation,R-HSA-109862
Signal Transduction,R-HSA-5675373,Preceding Event Relation,R-HSA-5674387
Signal Transduction,R-HSA-5672969,Preceding Event Relation,R-HSA-5672966
Signal Transduction,R-HSA-5672954,Preceding Event Relation,R-HSA-5672948
Signal Transduction,R-HSA-5672957,Preceding Event Relation,R-HSA-5672954
Signal Transduction,R-HSA-5672958,Preceding Event Relation,R-HSA-5672957
Signal Transduction,R-HSA-5672961,Preceding Event Relation,R-HSA-5672951
Signal Transduction,R-HSA-5672960,Preceding Event Relation,R-HSA-5672961
Signal Transduction,R-HSA-5672948,Preceding Event Relation,null
Signal Transduction,R-HSA-5672951,Preceding Event Relation,null
Signal Transduction,R-HSA-5672966,Preceding Event Relation,R-HSA-5672958
Signal Transduction,R-HSA-5672966,Preceding Event Relation,R-HSA-5672950
Signal Transduction,R-HSA-5672950,Preceding Event Relation,R-HSA-9607304
Signal Transduction,R-HSA-5672950,Preceding Event Relation,R-HSA-5672965
Signal Transduction,R-HSA-5658438,Preceding Event Relation,null
Signal Transduction,R-HSA-5658231,Preceding Event Relation,R-HSA-5658435
Signal Transduction,R-HSA-5658435,Preceding Event Relation,null
Signal Transduction,R-HSA-5658430,Preceding Event Relation,R-HSA-5658424
Signal Transduction,R-HSA-5658424,Preceding Event Relation,R-HSA-5658438
Signal Transduction,R-HSA-5674022,Preceding Event Relation,R-HSA-5674018
Signal Transduction,R-HSA-5675431,Preceding Event Relation,R-HSA-5675433
Signal Transduction,R-HSA-5674018,Preceding Event Relation,null
Signal Transduction,R-HSA-5674496,Preceding Event Relation,null
Signal Transduction,R-HSA-5675198,Preceding Event Relation,null
Signal Transduction,R-HSA-5675194,Preceding Event Relation,null
Signal Transduction,R-HSA-5674019,Preceding Event Relation,null
Signal Transduction,R-HSA-5674140,Preceding Event Relation,null
Signal Transduction,R-HSA-5675417,Preceding Event Relation,null
Signal Transduction,R-HSA-5675433,Preceding Event Relation,null
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-8851899
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-74746
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-5654615
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-5654423
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-5654416
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-186826
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-1306969
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-442760
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-5654406
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-177936
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-5654597
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-2396599
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-177943
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-1250383
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-210974
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-5654664
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-5654646
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-8853734
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-8851877
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-1250486
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-205286
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-1168374
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-1250488
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-5654586
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-392053
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-74736
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-453111
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-8854899
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-8851827
Signal Transduction,R-HSA-5672965,Preceding Event Relation,R-HSA-2179415
Signal Transduction,R-HSA-5672980,Preceding Event Relation,R-HSA-5672973
Signal Transduction,R-HSA-5674132,Preceding Event Relation,null
Signal Transduction,R-HSA-5674373,Preceding Event Relation,R-HSA-5674366
Signal Transduction,R-HSA-5672978,Preceding Event Relation,R-HSA-5672972
Signal Transduction,R-HSA-5674130,Preceding Event Relation,R-HSA-5674132
Signal Transduction,R-HSA-5674366,Preceding Event Relation,R-HSA-5672980
Signal Transduction,R-HSA-5672972,Preceding Event Relation,R-HSA-5672969
Signal Transduction,R-HSA-5672973,Preceding Event Relation,R-HSA-5672978
Signal Transduction,R-HSA-5687081,Preceding Event Relation,null
Signal Transduction,R-HSA-5687083,Preceding Event Relation,null
Signal Transduction,R-HSA-5692779,Preceding Event Relation,null
Signal Transduction,R-HSA-5692781,Preceding Event Relation,null
Signal Transduction,R-HSA-5687086,Preceding Event Relation,R-HSA-5627775
Signal Transduction,R-HSA-5692768,Preceding Event Relation,null
Signal Transduction,R-HSA-5692770,Preceding Event Relation,null
Signal Transduction,R-HSA-5692775,Preceding Event Relation,null
Signal Transduction,R-HSA-5687079,Preceding Event Relation,null
Signal Transduction,R-HSA-5687097,Preceding Event Relation,R-HSA-5687090
Signal Transduction,R-HSA-5687099,Preceding Event Relation,R-HSA-5687097
Signal Transduction,R-HSA-5692794,Preceding Event Relation,null
Signal Transduction,R-HSA-5687101,Preceding Event Relation,R-HSA-5687120
Signal Transduction,R-HSA-5687103,Preceding Event Relation,null
Signal Transduction,R-HSA-5692785,Preceding Event Relation,null
Signal Transduction,R-HSA-5687088,Preceding Event Relation,null
Signal Transduction,R-HSA-5687091,Preceding Event Relation,R-HSA-5687107
Signal Transduction,R-HSA-5687090,Preceding Event Relation,R-HSA-5687107
Signal Transduction,R-HSA-5692788,Preceding Event Relation,null
Signal Transduction,R-HSA-5687095,Preceding Event Relation,R-HSA-5687126
Signal Transduction,R-HSA-5687094,Preceding Event Relation,R-HSA-5687091
Signal Transduction,R-HSA-5687113,Preceding Event Relation,null
Signal Transduction,R-HSA-5687112,Preceding Event Relation,R-HSA-5687081
Signal Transduction,R-HSA-5687115,Preceding Event Relation,null
Signal Transduction,R-HSA-5690250,Preceding Event Relation,R-HSA-5690245
Signal Transduction,R-HSA-5692749,Preceding Event Relation,null
Signal Transduction,R-HSA-389788,Preceding Event Relation,R-HSA-418856
Signal Transduction,R-HSA-389788,Preceding Event Relation,R-HSA-8848618
Signal Transduction,R-HSA-389788,Preceding Event Relation,R-HSA-418850
Signal Transduction,R-HSA-389788,Preceding Event Relation,R-HSA-389350
Signal Transduction,R-HSA-389788,Preceding Event Relation,R-HSA-389348
Signal Transduction,R-HSA-5687105,Preceding Event Relation,null
Signal Transduction,R-HSA-5687107,Preceding Event Relation,null
Signal Transduction,R-HSA-5690245,Preceding Event Relation,R-HSA-5687120
Signal Transduction,R-HSA-5687109,Preceding Event Relation,null
Signal Transduction,R-HSA-5692761,Preceding Event Relation,null
Signal Transduction,R-HSA-5692764,Preceding Event Relation,null
Signal Transduction,R-HSA-5687121,Preceding Event Relation,R-HSA-5687120
Signal Transduction,R-HSA-5687121,Preceding Event Relation,R-HSA-5687123
Signal Transduction,R-HSA-5687120,Preceding Event Relation,R-HSA-5687094
Signal Transduction,R-HSA-5687123,Preceding Event Relation,R-HSA-5687088
Signal Transduction,R-HSA-5692755,Preceding Event Relation,null
Signal Transduction,R-HSA-5692754,Preceding Event Relation,null
Signal Transduction,R-HSA-5687126,Preceding Event Relation,null
Signal Transduction,R-HSA-8849463,Preceding Event Relation,R-HSA-8848930
Signal Transduction,R-HSA-8848930,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8849042,Preceding Event Relation,R-HSA-8848930
Signal Transduction,R-HSA-8848993,Preceding Event Relation,R-HSA-8848975
Signal Transduction,R-HSA-8848975,Preceding Event Relation,R-HSA-8848939
Signal Transduction,R-HSA-8848939,Preceding Event Relation,R-HSA-8848930
Signal Transduction,R-HSA-8849032,Preceding Event Relation,R-HSA-8848930
Signal Transduction,R-HSA-8848758,Preceding Event Relation,R-HSA-8848751
Signal Transduction,R-HSA-8848774,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8848818,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8848864,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8848751,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8848829,Preceding Event Relation,R-HSA-8848818
Signal Transduction,R-HSA-8848873,Preceding Event Relation,R-HSA-8848864
Signal Transduction,R-HSA-8848776,Preceding Event Relation,R-HSA-8848774
Signal Transduction,R-HSA-8848436,Preceding Event Relation,R-HSA-8848414
Signal Transduction,R-HSA-8848414,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8981353,Preceding Event Relation,R-HSA-8981355
Signal Transduction,R-HSA-8849094,Preceding Event Relation,R-HSA-8849068
Signal Transduction,R-HSA-8981355,Preceding Event Relation,null
Signal Transduction,R-HSA-8848611,Preceding Event Relation,R-HSA-8848606
Signal Transduction,R-HSA-8849068,Preceding Event Relation,R-HSA-8849055
Signal Transduction,R-HSA-8848618,Preceding Event Relation,R-HSA-8848611
Signal Transduction,R-HSA-8848713,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8848726,Preceding Event Relation,R-HSA-8848713
Signal Transduction,R-HSA-8848596,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8849055,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8848606,Preceding Event Relation,R-HSA-8848596
Signal Transduction,R-HSA-8849085,Preceding Event Relation,R-HSA-8849068
Signal Transduction,R-HSA-8849082,Preceding Event Relation,R-HSA-8849085
Signal Transduction,R-HSA-8849428,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8849102,Preceding Event Relation,null
Signal Transduction,R-HSA-8849435,Preceding Event Relation,R-HSA-8849428
Signal Transduction,R-HSA-8848804,Preceding Event Relation,R-HSA-8848812
Signal Transduction,R-HSA-8848804,Preceding Event Relation,R-HSA-8856930
Signal Transduction,R-HSA-8856930,Preceding Event Relation,null
Signal Transduction,R-HSA-8848812,Preceding Event Relation,null
Signal Transduction,R-HSA-8857555,Preceding Event Relation,R-HSA-8857549
Signal Transduction,R-HSA-8857583,Preceding Event Relation,R-HSA-8857577
Signal Transduction,R-HSA-8857549,Preceding Event Relation,null
Signal Transduction,R-HSA-8857565,Preceding Event Relation,R-HSA-8857555
Signal Transduction,R-HSA-9634702,Preceding Event Relation,R-HSA-8857583
Signal Transduction,R-HSA-8857577,Preceding Event Relation,R-HSA-8857565
Signal Transduction,R-HSA-8848023,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8848087,Preceding Event Relation,R-HSA-8848077
Signal Transduction,R-HSA-8848150,Preceding Event Relation,R-HSA-2730599
Signal Transduction,R-HSA-8848178,Preceding Event Relation,R-HSA-8848150
Signal Transduction,R-HSA-8848110,Preceding Event Relation,R-HSA-8848178
Signal Transduction,R-HSA-8848110,Preceding Event Relation,R-HSA-8848005
Signal Transduction,R-HSA-8848077,Preceding Event Relation,R-HSA-8848023
Signal Transduction,R-HSA-8848124,Preceding Event Relation,R-HSA-8848087
Signal Transduction,R-HSA-5653974,Preceding Event Relation,R-HSA-5653936
Signal Transduction,R-HSA-5653974,Preceding Event Relation,R-HSA-5653957
Signal Transduction,R-HSA-165777,Preceding Event Relation,null
Signal Transduction,R-HSA-165718,Preceding Event Relation,R-HSA-165680
Signal Transduction,R-HSA-165766,Preceding Event Relation,null
Signal Transduction,R-HSA-165726,Preceding Event Relation,null
Signal Transduction,R-HSA-165758,Preceding Event Relation,null
Signal Transduction,R-HSA-165692,Preceding Event Relation,R-HSA-165680
Signal Transduction,R-HSA-165708,Preceding Event Relation,null
Signal Transduction,R-HSA-8952716,Preceding Event Relation,R-HSA-5653974
Signal Transduction,R-HSA-5653936,Preceding Event Relation,null
Signal Transduction,R-HSA-5653968,Preceding Event Relation,R-HSA-8952716
Signal Transduction,R-HSA-377186,Preceding Event Relation,R-HSA-5672843
Signal Transduction,R-HSA-165195,Preceding Event Relation,R-HSA-380979
Signal Transduction,R-HSA-380949,Preceding Event Relation,R-HSA-200421
Signal Transduction,R-HSA-447074,Preceding Event Relation,R-HSA-380930
Signal Transduction,R-HSA-200421,Preceding Event Relation,R-HSA-380942
Signal Transduction,R-HSA-380979,Preceding Event Relation,R-HSA-165195
Signal Transduction,R-HSA-380930,Preceding Event Relation,R-HSA-200421
Signal Transduction,R-HSA-380927,Preceding Event Relation,R-HSA-165179
Signal Transduction,R-HSA-380927,Preceding Event Relation,R-HSA-380930
Signal Transduction,R-HSA-380942,Preceding Event Relation,null
Signal Transduction,R-HSA-5672828,Preceding Event Relation,null
Signal Transduction,R-HSA-5672824,Preceding Event Relation,null
Signal Transduction,R-HSA-165680,Preceding Event Relation,R-HSA-165195
Signal Transduction,R-HSA-5653957,Preceding Event Relation,null
Signal Transduction,R-HSA-5672843,Preceding Event Relation,R-HSA-165680
Signal Transduction,R-HSA-8952726,Preceding Event Relation,R-HSA-8952716
Signal Transduction,R-HSA-165162,Preceding Event Relation,R-HSA-109702
Signal Transduction,R-HSA-165182,Preceding Event Relation,R-HSA-109702
Signal Transduction,R-HSA-198314,Preceding Event Relation,R-HSA-1855221
Signal Transduction,R-HSA-198314,Preceding Event Relation,R-HSA-1855177
Signal Transduction,R-HSA-198314,Preceding Event Relation,R-HSA-167686
Signal Transduction,R-HSA-199443,Preceding Event Relation,null
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-5654614
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-1250353
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-177927
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-5654643
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-1306965
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-5654640
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-5654622
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-198315
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-5654591
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-1676082
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-205262
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-114542
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-5654662
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-5654596
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-202203
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-1675776
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-1250346
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-5654669
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-388830
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-1250189
Signal Transduction,R-HSA-2316434,Preceding Event Relation,R-HSA-186780
Signal Transduction,R-HSA-8857925,Preceding Event Relation,null
Signal Transduction,R-HSA-6811504,Preceding Event Relation,null
Signal Transduction,R-HSA-6811472,Preceding Event Relation,null
Signal Transduction,R-HSA-1675776,Preceding Event Relation,R-HSA-1675810
Signal Transduction,R-HSA-1675776,Preceding Event Relation,R-HSA-1676203
Signal Transduction,R-HSA-6811454,Preceding Event Relation,R-HSA-6811472
Signal Transduction,R-HSA-1676082,Preceding Event Relation,R-HSA-1675815
Signal Transduction,R-HSA-1676082,Preceding Event Relation,R-HSA-1675780
Signal Transduction,R-HSA-1676082,Preceding Event Relation,R-HSA-1676149
Signal Transduction,R-HSA-1676082,Preceding Event Relation,R-HSA-1676177
Signal Transduction,R-HSA-199425,Preceding Event Relation,null
Signal Transduction,R-HSA-199456,Preceding Event Relation,R-HSA-2316434
Signal Transduction,R-HSA-199456,Preceding Event Relation,R-HSA-2321904
Signal Transduction,R-HSA-199456,Preceding Event Relation,R-HSA-1675773
Signal Transduction,R-HSA-199456,Preceding Event Relation,R-HSA-198266
Signal Transduction,R-HSA-199456,Preceding Event Relation,R-HSA-1676048
Signal Transduction,R-HSA-199456,Preceding Event Relation,R-HSA-8944497
Signal Transduction,R-HSA-198298,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-2317332,Preceding Event Relation,R-HSA-202365
Signal Transduction,R-HSA-2317332,Preceding Event Relation,R-HSA-437162
Signal Transduction,R-HSA-2317332,Preceding Event Relation,R-HSA-392300
Signal Transduction,R-HSA-2317332,Preceding Event Relation,R-HSA-198266
Signal Transduction,R-HSA-2317332,Preceding Event Relation,R-HSA-2045911
Signal Transduction,R-HSA-2317332,Preceding Event Relation,R-HSA-2076220
Signal Transduction,R-HSA-2317332,Preceding Event Relation,R-HSA-389158
Signal Transduction,R-HSA-2317332,Preceding Event Relation,R-HSA-2316434
Signal Transduction,R-HSA-198371,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-198611,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-198609,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-198599,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-198599,Preceding Event Relation,R-HSA-6795667
Signal Transduction,R-HSA-198613,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-198347,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-200143,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-8948757,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-198621,Preceding Event Relation,R-HSA-198270
Signal Transduction,R-HSA-114542,Preceding Event Relation,null
Signal Transduction,R-HSA-199299,Preceding Event Relation,R-HSA-198298
Signal Transduction,R-HSA-199863,Preceding Event Relation,R-HSA-198298
Signal Transduction,R-HSA-199839,Preceding Event Relation,R-HSA-198298
Signal Transduction,R-HSA-2219524,Preceding Event Relation,null
Signal Transduction,R-HSA-6807206,Preceding Event Relation,R-HSA-6807134
Signal Transduction,R-HSA-8851011,Preceding Event Relation,R-HSA-8850997
Signal Transduction,R-HSA-8850945,Preceding Event Relation,R-HSA-8944497
Signal Transduction,R-HSA-8847968,Preceding Event Relation,R-HSA-8944497
Signal Transduction,R-HSA-8948800,Preceding Event Relation,R-HSA-8944497
Signal Transduction,R-HSA-8948832,Preceding Event Relation,R-HSA-8948800
Signal Transduction,R-HSA-8847977,Preceding Event Relation,R-HSA-8847968
Signal Transduction,R-HSA-8948775,Preceding Event Relation,R-HSA-8948757
Signal Transduction,R-HSA-8948775,Preceding Event Relation,R-HSA-8944497
Signal Transduction,R-HSA-8850997,Preceding Event Relation,R-HSA-8944497
Signal Transduction,R-HSA-8850961,Preceding Event Relation,R-HSA-8850945
Signal Transduction,R-HSA-8850992,Preceding Event Relation,R-HSA-8948775
Signal Transduction,R-HSA-8850992,Preceding Event Relation,R-HSA-6807134
Signal Transduction,R-HSA-8850992,Preceding Event Relation,R-HSA-8948832
Signal Transduction,R-HSA-6807134,Preceding Event Relation,R-HSA-8944497
Signal Transduction,R-HSA-5632939,Preceding Event Relation,R-HSA-6804762
Signal Transduction,R-HSA-8943728,Preceding Event Relation,null
Signal Transduction,R-HSA-8944026,Preceding Event Relation,null
Signal Transduction,R-HSA-8944454,Preceding Event Relation,null
Signal Transduction,R-HSA-8944420,Preceding Event Relation,R-HSA-8944457
Signal Transduction,R-HSA-8943780,Preceding Event Relation,R-HSA-8943728
Signal Transduction,R-HSA-8943811,Preceding Event Relation,null
Signal Transduction,R-HSA-8944099,Preceding Event Relation,null
Signal Transduction,R-HSA-8944047,Preceding Event Relation,null
Signal Transduction,R-HSA-8944078,Preceding Event Relation,null
Signal Transduction,R-HSA-8944397,Preceding Event Relation,R-HSA-168053
Signal Transduction,R-HSA-6807077,Preceding Event Relation,null
Signal Transduction,R-HSA-8944457,Preceding Event Relation,R-HSA-8944454
Signal Transduction,R-HSA-8943817,Preceding Event Relation,R-HSA-8943811
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-5632939
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-8944420
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-8943780
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-8944099
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-8944047
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-8944078
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-8944397
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-8944026
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-6807077
Signal Transduction,R-HSA-8944104,Preceding Event Relation,R-HSA-8943817
Signal Transduction,R-HSA-6807126,Preceding Event Relation,R-HSA-6807118
Signal Transduction,R-HSA-6807106,Preceding Event Relation,null
Signal Transduction,R-HSA-6807105,Preceding Event Relation,R-HSA-6807106
Signal Transduction,R-HSA-6807118,Preceding Event Relation,R-HSA-6807105
Signal Transduction,R-HSA-8944522,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8944650,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-2318752,Preceding Event Relation,R-HSA-5632993
Signal Transduction,R-HSA-2318752,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8944684,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8945709,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8944706,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8944483,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8944632,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8948569,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8944569,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8944538,Preceding Event Relation,R-HSA-8944104
Signal Transduction,R-HSA-8948536,Preceding Event Relation,null
Signal Transduction,R-HSA-8948602,Preceding Event Relation,null
Signal Transduction,R-HSA-8948651,Preceding Event Relation,null
Signal Transduction,R-HSA-8948524,Preceding Event Relation,null
Signal Transduction,R-HSA-8948621,Preceding Event Relation,null
Signal Transduction,R-HSA-8948623,Preceding Event Relation,null
Signal Transduction,R-HSA-8948641,Preceding Event Relation,null
Signal Transduction,R-HSA-8948594,Preceding Event Relation,null
Signal Transduction,R-HSA-8948612,Preceding Event Relation,null
Signal Transduction,R-HSA-8948582,Preceding Event Relation,null
Signal Transduction,R-HSA-8948583,Preceding Event Relation,null
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8944599
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8944483
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8944706
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8944632
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8948569
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8944569
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8944522
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8944538
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8944650
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-2318752
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8944684
Signal Transduction,R-HSA-8944497,Preceding Event Relation,R-HSA-8945709
Signal Transduction,R-HSA-8944599,Preceding Event Relation,R-HSA-8944104
Transport of small molecules,R-HSA-432049,Preceding Event Relation,R-HSA-432074
Transport of small molecules,R-HSA-432074,Preceding Event Relation,null
Transport of small molecules,R-HSA-432036,Preceding Event Relation,null
Transport of small molecules,R-HSA-432034,Preceding Event Relation,null
Transport of small molecules,R-HSA-507875,Preceding Event Relation,null
Transport of small molecules,R-HSA-507873,Preceding Event Relation,null
Transport of small molecules,R-HSA-507871,Preceding Event Relation,null
Transport of small molecules,R-HSA-507870,Preceding Event Relation,null
Transport of small molecules,R-HSA-507869,Preceding Event Relation,null
Transport of small molecules,R-HSA-507868,Preceding Event Relation,null
Transport of small molecules,R-HSA-392263,Preceding Event Relation,null
Transport of small molecules,R-HSA-163617,Preceding Event Relation,R-HSA-392874
Transport of small molecules,R-HSA-163617,Preceding Event Relation,R-HSA-744886
Transport of small molecules,R-HSA-163617,Preceding Event Relation,R-HSA-422320
Transport of small molecules,R-HSA-163617,Preceding Event Relation,R-HSA-825631
Transport of small molecules,R-HSA-432195,Preceding Event Relation,R-HSA-432188
Transport of small molecules,R-HSA-432067,Preceding Event Relation,R-HSA-432065
Transport of small molecules,R-HSA-8951727,Preceding Event Relation,R-HSA-111930
Transport of small molecules,R-HSA-8951727,Preceding Event Relation,R-HSA-164377
Transport of small molecules,R-HSA-8951727,Preceding Event Relation,R-HSA-392129
Transport of small molecules,R-HSA-432065,Preceding Event Relation,R-HSA-432237
Transport of small molecules,R-HSA-432065,Preceding Event Relation,R-HSA-432054
Transport of small molecules,R-HSA-432237,Preceding Event Relation,R-HSA-432232
Transport of small molecules,R-HSA-432010,Preceding Event Relation,null
Transport of small molecules,R-HSA-432232,Preceding Event Relation,R-HSA-111925
Transport of small molecules,R-HSA-432054,Preceding Event Relation,R-HSA-432010
Transport of small molecules,R-HSA-111925,Preceding Event Relation,R-HSA-8951727
Transport of small molecules,R-HSA-445714,Preceding Event Relation,R-HSA-432065
