PathwayName,Event,RelationType,InputReaction
Immune System,R-HSA-8950210,Shared entity relation,R-HSA-448427
Immune System,R-HSA-8950210,Shared entity relation,R-HSA-8984001
Immune System,R-HSA-8950210,Shared entity relation,R-HSA-1067688
Immune System,R-HSA-8950210,Shared entity relation,R-HSA-1067651
Immune System,R-HSA-8950210,Shared entity relation,R-HSA-6783530
Immune System,R-HSA-8950210,Shared entity relation,R-HSA-449976
Immune System,R-HSA-8950210,Shared entity relation,R-HSA-6809140
Immune System,R-HSA-8950210,Shared entity relation,R-HSA-8983518
Immune System,R-HSA-8950340,Shared entity relation,R-HSA-8950518
Immune System,R-HSA-448427,Shared entity relation,R-HSA-8950537
Immune System,R-HSA-448427,Shared entity relation,R-HSA-8950210
Immune System,R-HSA-8950342,Shared entity relation,R-HSA-8950398
Immune System,R-HSA-8950716,Shared entity relation,R-HSA-448427
Immune System,R-HSA-8950716,Shared entity relation,R-HSA-8984001
Immune System,R-HSA-8950398,Shared entity relation,R-HSA-448421
Immune System,R-HSA-8950398,Shared entity relation,R-HSA-8950387
Immune System,R-HSA-8950398,Shared entity relation,R-HSA-2130478
Immune System,R-HSA-8950782,Shared entity relation,R-HSA-8950733
Immune System,R-HSA-8950271,Shared entity relation,R-HSA-448427
Immune System,R-HSA-8950674,Shared entity relation,R-HSA-8950210
Immune System,R-HSA-8950387,Shared entity relation,R-HSA-8950342
Immune System,R-HSA-8950387,Shared entity relation,R-HSA-8950362
Immune System,R-HSA-8950485,Shared entity relation,R-HSA-8950441
Immune System,R-HSA-8950518,Shared entity relation,R-HSA-8950485
Immune System,R-HSA-8950057,Shared entity relation,R-HSA-447252
Immune System,R-HSA-8950057,Shared entity relation,R-HSA-447130
Immune System,R-HSA-8950344,Shared entity relation,null
Immune System,R-HSA-8950218,Shared entity relation,null
Immune System,R-HSA-8950732,Shared entity relation,null
Immune System,R-HSA-9617941,Shared entity relation,null
Immune System,R-HSA-8950415,Shared entity relation,null
Immune System,R-HSA-8950721,Shared entity relation,null
Immune System,R-HSA-8950213,Shared entity relation,null
Immune System,R-HSA-8950533,Shared entity relation,null
Immune System,R-HSA-8950681,Shared entity relation,null
Immune System,R-HSA-8950426,Shared entity relation,null
Immune System,R-HSA-8950684,Shared entity relation,null
Immune System,R-HSA-8950173,Shared entity relation,null
Immune System,R-HSA-8950365,Shared entity relation,null
Immune System,R-HSA-9006431,Shared entity relation,null
Immune System,R-HSA-8950623,Shared entity relation,null
Immune System,R-HSA-8950175,Shared entity relation,null
Immune System,R-HSA-8950367,Shared entity relation,null
Immune System,R-HSA-8950608,Shared entity relation,null
Immune System,R-HSA-8950480,Shared entity relation,null
Immune System,R-HSA-8981073,Shared entity relation,R-HSA-449855
Immune System,R-HSA-8981073,Shared entity relation,R-HSA-6784160
Immune System,R-HSA-8981073,Shared entity relation,R-HSA-8937656
Immune System,R-HSA-8981073,Shared entity relation,R-HSA-6785047
Immune System,R-HSA-8981073,Shared entity relation,R-HSA-8937654
Immune System,R-HSA-8950225,Shared entity relation,null
Immune System,R-HSA-8950292,Shared entity relation,null
Immune System,R-HSA-8950634,Shared entity relation,null
Immune System,R-HSA-8950314,Shared entity relation,null
Immune System,R-HSA-8950637,Shared entity relation,null
Immune System,R-HSA-8950190,Shared entity relation,null
Immune System,R-HSA-8950567,Shared entity relation,null
Immune System,R-HSA-8950328,Shared entity relation,null
Immune System,R-HSA-8950201,Shared entity relation,null
Immune System,R-HSA-8950586,Shared entity relation,null
Immune System,R-HSA-8950718,Shared entity relation,null
Immune System,R-HSA-8950322,Shared entity relation,null
Immune System,R-HSA-8950771,Shared entity relation,null
Immune System,R-HSA-8950260,Shared entity relation,null
Immune System,R-HSA-8950581,Shared entity relation,R-HSA-399950
Immune System,R-HSA-8950389,Shared entity relation,null
Immune System,R-HSA-8950410,Shared entity relation,R-HSA-447226
Immune System,R-HSA-8950347,Shared entity relation,R-HSA-447226
Immune System,R-HSA-8950575,Shared entity relation,R-HSA-8950752
Immune System,R-HSA-8950063,Shared entity relation,R-HSA-447252
Immune System,R-HSA-8950063,Shared entity relation,R-HSA-8984001
Immune System,R-HSA-8950063,Shared entity relation,R-HSA-8983519
Immune System,R-HSA-8950063,Shared entity relation,R-HSA-6809140
Immune System,R-HSA-8950752,Shared entity relation,R-HSA-8950347
Immune System,R-HSA-8950113,Shared entity relation,R-HSA-8950575
Immune System,R-HSA-8950179,Shared entity relation,R-HSA-447226
Immune System,R-HSA-8981093,Shared entity relation,null
Immune System,R-HSA-8950757,Shared entity relation,R-HSA-8950448
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950260
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950771
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950322
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950718
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950586
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950201
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950328
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950567
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950190
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950637
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950314
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950634
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950292
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950225
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8981073
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950480
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950608
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950367
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950175
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950623
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-9006431
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950365
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950173
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950684
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950426
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950681
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950533
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950213
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950721
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950415
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-9617941
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950732
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950218
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950344
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950581
Immune System,R-HSA-8950181,Shared entity relation,R-HSA-8950389
Immune System,R-HSA-8952807,Shared entity relation,R-HSA-8950778
Immune System,R-HSA-8952807,Shared entity relation,R-HSA-8950780
Immune System,R-HSA-8950456,Shared entity relation,R-HSA-8950410
Immune System,R-HSA-447252,Shared entity relation,R-HSA-447226
Immune System,R-HSA-8950778,Shared entity relation,R-HSA-8950181
Immune System,R-HSA-8950128,Shared entity relation,R-HSA-447226
Immune System,R-HSA-8950448,Shared entity relation,R-HSA-8950354
Immune System,R-HSA-8950354,Shared entity relation,R-HSA-8952807
Immune System,R-HSA-447226,Shared entity relation,R-HSA-8981093
Immune System,R-HSA-447226,Shared entity relation,R-HSA-8950128
Immune System,R-HSA-447226,Shared entity relation,R-HSA-8950423
Immune System,R-HSA-8950423,Shared entity relation,R-HSA-8950757
Immune System,R-HSA-8984012,Shared entity relation,R-HSA-8984021
Immune System,R-HSA-8984014,Shared entity relation,R-HSA-8984023
Immune System,R-HSA-8984001,Shared entity relation,R-HSA-8984012
Immune System,R-HSA-8983872,Shared entity relation,R-HSA-8983878
Immune System,R-HSA-8984963,Shared entity relation,R-HSA-8950387
Immune System,R-HSA-8983876,Shared entity relation,R-HSA-8983872
Immune System,R-HSA-8950405,Shared entity relation,R-HSA-8983996
Immune System,R-HSA-8984964,Shared entity relation,R-HSA-8950113
Immune System,R-HSA-8984964,Shared entity relation,R-HSA-8950362
Immune System,R-HSA-8983878,Shared entity relation,R-HSA-8983876
Immune System,R-HSA-8983878,Shared entity relation,null
Immune System,R-HSA-8950362,Shared entity relation,R-HSA-8950740
Immune System,R-HSA-8983835,Shared entity relation,R-HSA-8983845
Immune System,R-HSA-8983834,Shared entity relation,null
Immune System,R-HSA-6809140,Shared entity relation,R-HSA-8950405
Immune System,R-HSA-8983519,Shared entity relation,R-HSA-8983870
Immune System,R-HSA-8983518,Shared entity relation,R-HSA-8983834
Immune System,R-HSA-8950740,Shared entity relation,R-HSA-448627
Immune System,R-HSA-8950740,Shared entity relation,R-HSA-8950387
Immune System,R-HSA-8950740,Shared entity relation,R-HSA-2130478
Immune System,R-HSA-8984021,Shared entity relation,R-HSA-8984014
Immune System,R-HSA-8984023,Shared entity relation,R-HSA-8987214
Immune System,R-HSA-8984023,Shared entity relation,R-HSA-8987007
Immune System,R-HSA-8984023,Shared entity relation,R-HSA-8984021
Immune System,R-HSA-8983983,Shared entity relation,R-HSA-8983996
Immune System,R-HSA-8983983,Shared entity relation,R-HSA-8950522
Immune System,R-HSA-8983841,Shared entity relation,R-HSA-8983835
Immune System,R-HSA-8983845,Shared entity relation,R-HSA-8987007
Immune System,R-HSA-8983845,Shared entity relation,R-HSA-8983841
Immune System,R-HSA-8950522,Shared entity relation,null
Immune System,R-HSA-448627,Shared entity relation,R-HSA-8984001
Immune System,R-HSA-448627,Shared entity relation,R-HSA-8983519
Immune System,R-HSA-448627,Shared entity relation,R-HSA-6809140
Immune System,R-HSA-448627,Shared entity relation,R-HSA-8983518
Immune System,R-HSA-8983996,Shared entity relation,R-HSA-8950453
Immune System,R-HSA-8983870,Shared entity relation,R-HSA-8983876
Immune System,R-HSA-8950453,Shared entity relation,R-HSA-8983983
Immune System,R-HSA-8950364,Shared entity relation,R-HSA-8950583
Immune System,R-HSA-8950780,Shared entity relation,R-HSA-8950724
Immune System,R-HSA-8952749,Shared entity relation,R-HSA-8950269
Immune System,R-HSA-8950269,Shared entity relation,R-HSA-8952823
Immune System,R-HSA-8950591,Shared entity relation,R-HSA-8950364
Immune System,R-HSA-8950737,Shared entity relation,R-HSA-447130
Immune System,R-HSA-447130,Shared entity relation,R-HSA-8950591
Immune System,R-HSA-8950724,Shared entity relation,null
Immune System,R-HSA-8950741,Shared entity relation,R-HSA-447130
Immune System,R-HSA-8950183,Shared entity relation,R-HSA-8950741
Immune System,R-HSA-8950583,Shared entity relation,R-HSA-8952749
Immune System,R-HSA-8952823,Shared entity relation,R-HSA-8950778
Immune System,R-HSA-8952823,Shared entity relation,R-HSA-8950780
Immune System,R-HSA-8952823,Shared entity relation,R-HSA-8950782
Immune System,R-HSA-8952823,Shared entity relation,R-HSA-6784765
Immune System,R-HSA-8952823,Shared entity relation,R-HSA-8950583
Immune System,R-HSA-168162,Shared entity relation,R-HSA-450348
Immune System,R-HSA-450337,Shared entity relation,R-HSA-168162
Immune System,R-HSA-450348,Shared entity relation,R-HSA-168053
Immune System,R-HSA-450348,Shared entity relation,R-HSA-168136
Immune System,R-HSA-450257,Shared entity relation,null
Immune System,R-HSA-450222,Shared entity relation,R-HSA-450257
Immune System,R-HSA-450333,Shared entity relation,R-HSA-450222
Immune System,R-HSA-450346,Shared entity relation,R-HSA-450296
Immune System,R-HSA-450296,Shared entity relation,R-HSA-450333
Immune System,R-HSA-199959,Shared entity relation,null
Immune System,R-HSA-198756,Shared entity relation,R-HSA-199935
Immune System,R-HSA-198756,Shared entity relation,R-HSA-199910
Immune System,R-HSA-198731,Shared entity relation,null
Immune System,R-HSA-198746,Shared entity relation,R-HSA-199895
Immune System,R-HSA-199929,Shared entity relation,null
Immune System,R-HSA-203797,Shared entity relation,null
Immune System,R-HSA-198669,Shared entity relation,R-HSA-199935
Immune System,R-HSA-198669,Shared entity relation,R-HSA-199910
Immune System,R-HSA-199895,Shared entity relation,null
Immune System,R-HSA-199910,Shared entity relation,null
Immune System,R-HSA-199935,Shared entity relation,null
Immune System,R-HSA-199917,Shared entity relation,null
Immune System,R-HSA-450292,Shared entity relation,null
Immune System,R-HSA-450325,Shared entity relation,R-HSA-450292
Immune System,R-HSA-168053,Shared entity relation,R-HSA-168440
Immune System,R-HSA-168136,Shared entity relation,R-HSA-450292
Immune System,R-HSA-168136,Shared entity relation,R-HSA-168440
Immune System,R-HSA-168440,Shared entity relation,null
Immune System,R-HSA-447219,Shared entity relation,null
Immune System,R-HSA-5678544,Shared entity relation,null
Immune System,R-HSA-447246,Shared entity relation,null
Immune System,R-HSA-430183,Shared entity relation,null
Immune System,R-HSA-202241,Shared entity relation,R-HSA-202216
Immune System,R-HSA-430180,Shared entity relation,null
Immune System,R-HSA-202375,Shared entity relation,null
Immune System,R-HSA-202245,Shared entity relation,R-HSA-202212
Immune System,R-HSA-202245,Shared entity relation,R-HSA-202325
Immune System,R-HSA-202212,Shared entity relation,null
Immune System,R-HSA-430190,Shared entity relation,R-HSA-430180
Immune System,R-HSA-430190,Shared entity relation,R-HSA-430183
Immune System,R-HSA-202216,Shared entity relation,R-HSA-202331
Immune System,R-HSA-202216,Shared entity relation,R-HSA-202375
Immune System,R-HSA-202248,Shared entity relation,null
Immune System,R-HSA-202354,Shared entity relation,null
Immune System,R-HSA-430135,Shared entity relation,R-HSA-430201
Immune System,R-HSA-202325,Shared entity relation,R-HSA-202241
Immune System,R-HSA-202331,Shared entity relation,null
Immune System,R-HSA-213407,Shared entity relation,R-HSA-202354
Immune System,R-HSA-213407,Shared entity relation,R-HSA-202331
Immune System,R-HSA-213407,Shared entity relation,R-HSA-202375
Immune System,R-HSA-213406,Shared entity relation,R-HSA-202212
Immune System,R-HSA-213406,Shared entity relation,R-HSA-202325
Immune System,R-HSA-213406,Shared entity relation,R-HSA-202354
Immune System,R-HSA-430201,Shared entity relation,null
Immune System,R-HSA-202291,Shared entity relation,R-HSA-202168
Immune System,R-HSA-202291,Shared entity relation,R-HSA-202307
Immune System,R-HSA-202291,Shared entity relation,R-HSA-202165
Immune System,R-HSA-202291,Shared entity relation,R-HSA-8852200
Immune System,R-HSA-202214,Shared entity relation,R-HSA-202291
Immune System,R-HSA-202214,Shared entity relation,R-HSA-202233
Immune System,R-HSA-202165,Shared entity relation,R-HSA-202344
Immune System,R-HSA-202165,Shared entity relation,R-HSA-389758
Immune System,R-HSA-8855375,Shared entity relation,R-HSA-8852200
Immune System,R-HSA-8855375,Shared entity relation,R-HSA-8855381
Immune System,R-HSA-8855375,Shared entity relation,R-HSA-203774
Immune System,R-HSA-202233,Shared entity relation,R-HSA-202214
Immune System,R-HSA-203774,Shared entity relation,R-HSA-202233
Immune System,R-HSA-8852200,Shared entity relation,R-HSA-202291
Immune System,R-HSA-8852200,Shared entity relation,R-HSA-202233
Immune System,R-HSA-202328,Shared entity relation,R-HSA-202307
Immune System,R-HSA-202328,Shared entity relation,R-HSA-2730882
Immune System,R-HSA-202489,Shared entity relation,R-HSA-202478
Immune System,R-HSA-5607724,Shared entity relation,R-HSA-2730894
Immune System,R-HSA-202394,Shared entity relation,R-HSA-202437
Immune System,R-HSA-202459,Shared entity relation,R-HSA-202489
Immune System,R-HSA-202203,Shared entity relation,R-HSA-202365
Immune System,R-HSA-202164,Shared entity relation,R-HSA-202394
Immune System,R-HSA-202164,Shared entity relation,R-HSA-202222
Immune System,R-HSA-202453,Shared entity relation,R-HSA-937050
Immune System,R-HSA-202453,Shared entity relation,R-HSA-202453
Immune System,R-HSA-202453,Shared entity relation,R-HSA-5607756
Immune System,R-HSA-202453,Shared entity relation,R-HSA-5607757
Immune System,R-HSA-202453,Shared entity relation,R-HSA-2730904
Immune System,R-HSA-202453,Shared entity relation,R-HSA-202534
Immune System,R-HSA-202453,Shared entity relation,R-HSA-975122
Immune System,R-HSA-202453,Shared entity relation,R-HSA-975118
Immune System,R-HSA-202453,Shared entity relation,R-HSA-202510
Immune System,R-HSA-202541,Shared entity relation,R-HSA-5607728
Immune System,R-HSA-202510,Shared entity relation,R-HSA-202500
Immune System,R-HSA-202478,Shared entity relation,R-HSA-202472
Immune System,R-HSA-202222,Shared entity relation,R-HSA-202437
Immune System,R-HSA-202472,Shared entity relation,R-HSA-202453
Immune System,R-HSA-202443,Shared entity relation,R-HSA-202466
Immune System,R-HSA-202500,Shared entity relation,R-HSA-202534
Immune System,R-HSA-202437,Shared entity relation,R-HSA-202443
Immune System,R-HSA-5607728,Shared entity relation,R-HSA-5607724
Immune System,R-HSA-5607728,Shared entity relation,R-HSA-5607728
Immune System,R-HSA-5607728,Shared entity relation,R-HSA-5607723
Immune System,R-HSA-202534,Shared entity relation,R-HSA-937050
Immune System,R-HSA-202534,Shared entity relation,R-HSA-202453
Immune System,R-HSA-202534,Shared entity relation,R-HSA-5607756
Immune System,R-HSA-202534,Shared entity relation,R-HSA-5607757
Immune System,R-HSA-202534,Shared entity relation,R-HSA-2730904
Immune System,R-HSA-202534,Shared entity relation,R-HSA-202534
Immune System,R-HSA-202534,Shared entity relation,R-HSA-975122
Immune System,R-HSA-202534,Shared entity relation,R-HSA-975118
Immune System,R-HSA-202534,Shared entity relation,R-HSA-202541
Immune System,R-HSA-202466,Shared entity relation,R-HSA-202459
Immune System,R-HSA-202307,Shared entity relation,R-HSA-202222
Immune System,R-HSA-202307,Shared entity relation,R-HSA-2730835
Immune System,R-HSA-8855381,Shared entity relation,R-HSA-202168
Immune System,R-HSA-202344,Shared entity relation,R-HSA-202168
Immune System,R-HSA-202168,Shared entity relation,R-HSA-202174
Immune System,R-HSA-202168,Shared entity relation,R-HSA-8855381
Immune System,R-HSA-202174,Shared entity relation,R-HSA-202245
Immune System,R-HSA-202174,Shared entity relation,R-HSA-202216
Immune System,R-HSA-913996,Shared entity relation,R-HSA-913993
Immune System,R-HSA-913993,Shared entity relation,R-HSA-392513
Immune System,R-HSA-392513,Shared entity relation,R-HSA-354173
Immune System,R-HSA-392513,Shared entity relation,R-HSA-939265
Immune System,R-HSA-392835,Shared entity relation,null
Immune System,R-HSA-392834,Shared entity relation,null
Immune System,R-HSA-354173,Shared entity relation,R-HSA-392513
Immune System,R-HSA-354173,Shared entity relation,R-HSA-392835
Immune System,R-HSA-939265,Shared entity relation,R-HSA-392513
Immune System,R-HSA-939265,Shared entity relation,R-HSA-392835
Immune System,R-HSA-5690740,Shared entity relation,R-HSA-5690702
Immune System,R-HSA-5690702,Shared entity relation,R-HSA-5690701
Immune System,R-HSA-5690669,Shared entity relation,null
Immune System,R-HSA-5690701,Shared entity relation,R-HSA-983707
Immune System,R-HSA-5690701,Shared entity relation,R-HSA-983709
Immune System,R-HSA-1168638,Shared entity relation,R-HSA-1168642
Immune System,R-HSA-1168637,Shared entity relation,R-HSA-1168641
Immune System,R-HSA-1168635,Shared entity relation,R-HSA-1168644
Immune System,R-HSA-1168633,Shared entity relation,null
Immune System,R-HSA-1168644,Shared entity relation,R-HSA-1168637
Immune System,R-HSA-1168373,Shared entity relation,R-HSA-1168635
Immune System,R-HSA-1168642,Shared entity relation,R-HSA-1168643
Immune System,R-HSA-1168643,Shared entity relation,R-HSA-5684248
Immune System,R-HSA-1168643,Shared entity relation,R-HSA-1168642
Immune System,R-HSA-1168643,Shared entity relation,R-HSA-1168640
Immune System,R-HSA-1168640,Shared entity relation,R-HSA-1168633
Immune System,R-HSA-1168641,Shared entity relation,null
Immune System,R-HSA-1168641,Shared entity relation,R-HSA-1168638
Immune System,R-HSA-1168374,Shared entity relation,R-HSA-1168636
Immune System,R-HSA-1168636,Shared entity relation,R-HSA-5658435
Immune System,R-HSA-1168636,Shared entity relation,R-HSA-5674018
Immune System,R-HSA-1168636,Shared entity relation,R-HSA-5672950
Immune System,R-HSA-1168636,Shared entity relation,R-HSA-5624494
Immune System,R-HSA-2025882,Shared entity relation,null
Immune System,R-HSA-2025890,Shared entity relation,R-HSA-2025882
Immune System,R-HSA-9606894,Shared entity relation,null
Immune System,R-HSA-9606884,Shared entity relation,R-HSA-9606894
Immune System,R-HSA-9606887,Shared entity relation,R-HSA-2076220
Immune System,R-HSA-9606883,Shared entity relation,R-HSA-9606887
Immune System,R-HSA-1168376,Shared entity relation,R-HSA-434700
Immune System,R-HSA-1168376,Shared entity relation,R-HSA-2089927
Immune System,R-HSA-983696,Shared entity relation,R-HSA-983709
Immune System,R-HSA-9606159,Shared entity relation,R-HSA-9606162
Immune System,R-HSA-983700,Shared entity relation,R-HSA-983707
Immune System,R-HSA-2089927,Shared entity relation,R-HSA-2089943
Immune System,R-HSA-983703,Shared entity relation,R-HSA-9606151
Immune System,R-HSA-9606151,Shared entity relation,R-HSA-9606163
Immune System,R-HSA-983707,Shared entity relation,R-HSA-983703
Immune System,R-HSA-983707,Shared entity relation,R-HSA-983707
Immune System,R-HSA-169680,Shared entity relation,R-HSA-1168376
Immune System,R-HSA-169680,Shared entity relation,R-HSA-169683
Immune System,R-HSA-983709,Shared entity relation,R-HSA-983700
Immune System,R-HSA-983709,Shared entity relation,R-HSA-5690740
Immune System,R-HSA-74448,Shared entity relation,R-HSA-2730872
Immune System,R-HSA-74448,Shared entity relation,R-HSA-2025890
Immune System,R-HSA-434700,Shared entity relation,R-HSA-434798
Immune System,R-HSA-9606160,Shared entity relation,R-HSA-2045911
Immune System,R-HSA-9606163,Shared entity relation,R-HSA-9606159
Immune System,R-HSA-9606162,Shared entity relation,R-HSA-1112666
Immune System,R-HSA-5685608,Shared entity relation,null
Immune System,R-HSA-199032,Shared entity relation,null
Immune System,R-HSA-199161,Shared entity relation,null
Immune System,R-HSA-5686625,Shared entity relation,null
Immune System,R-HSA-5685600,Shared entity relation,null
Immune System,R-HSA-199093,Shared entity relation,null
Immune System,R-HSA-5685603,Shared entity relation,null
Immune System,R-HSA-5685602,Shared entity relation,null
Immune System,R-HSA-8850356,Shared entity relation,null
Immune System,R-HSA-5696357,Shared entity relation,null
Immune System,R-HSA-5685605,Shared entity relation,null
Immune System,R-HSA-5696356,Shared entity relation,null
Immune System,R-HSA-5685604,Shared entity relation,R-HSA-5685603
Immune System,R-HSA-5685607,Shared entity relation,null
Immune System,R-HSA-199154,Shared entity relation,null
Immune System,R-HSA-5696358,Shared entity relation,null
Immune System,R-HSA-5685606,Shared entity relation,null
Immune System,R-HSA-198958,Shared entity relation,null
Immune System,R-HSA-199144,Shared entity relation,null
Immune System,R-HSA-198955,Shared entity relation,null
Immune System,R-HSA-199014,Shared entity relation,null
Immune System,R-HSA-199079,Shared entity relation,null
Immune System,R-HSA-199587,Shared entity relation,null
Immune System,R-HSA-198941,Shared entity relation,null
Immune System,R-HSA-199518,Shared entity relation,null
Immune System,R-HSA-6793275,Shared entity relation,null
Immune System,R-HSA-199583,Shared entity relation,null
Immune System,R-HSA-199576,Shared entity relation,null
Immune System,R-HSA-199579,Shared entity relation,null
Immune System,R-HSA-199131,Shared entity relation,null
Immune System,R-HSA-199062,Shared entity relation,null
Immune System,R-HSA-8850326,Shared entity relation,null
Immune System,R-HSA-8862090,Shared entity relation,null
Immune System,R-HSA-199566,Shared entity relation,null
Immune System,R-HSA-199112,Shared entity relation,null
Immune System,R-HSA-199050,Shared entity relation,null
Immune System,R-HSA-199558,Shared entity relation,null
Immune System,R-HSA-199046,Shared entity relation,null
Immune System,R-HSA-198983,Shared entity relation,null
Immune System,R-HSA-8862084,Shared entity relation,null
Immune System,R-HSA-199169,Shared entity relation,null
Immune System,R-HSA-199043,Shared entity relation,null
Immune System,R-HSA-2130393,Shared entity relation,R-HSA-2130619
Immune System,R-HSA-2130393,Shared entity relation,R-HSA-2130378
Immune System,R-HSA-2130706,Shared entity relation,R-HSA-2213244
Immune System,R-HSA-2130641,Shared entity relation,R-HSA-2213236
Immune System,R-HSA-2130641,Shared entity relation,R-HSA-2130641
Immune System,R-HSA-2130641,Shared entity relation,R-HSA-2130619
Immune System,R-HSA-2130640,Shared entity relation,R-HSA-2130725
Immune System,R-HSA-2130378,Shared entity relation,R-HSA-2130500
Immune System,R-HSA-2130504,Shared entity relation,R-HSA-2130349
Immune System,R-HSA-2130500,Shared entity relation,R-HSA-2130640
Immune System,R-HSA-2130627,Shared entity relation,R-HSA-2213240
Immune System,R-HSA-2213248,Shared entity relation,R-HSA-2213248
Immune System,R-HSA-2213248,Shared entity relation,null
Immune System,R-HSA-2213246,Shared entity relation,R-HSA-2213244
Immune System,R-HSA-2213246,Shared entity relation,null
Immune System,R-HSA-2213244,Shared entity relation,R-HSA-2213246
Immune System,R-HSA-2213244,Shared entity relation,R-HSA-2213248
Immune System,R-HSA-2130619,Shared entity relation,R-HSA-8951498
Immune System,R-HSA-8856157,Shared entity relation,null
Immune System,R-HSA-2213243,Shared entity relation,R-HSA-2130731
Immune System,R-HSA-2213243,Shared entity relation,R-HSA-2130393
Immune System,R-HSA-2213240,Shared entity relation,R-HSA-2130706
Immune System,R-HSA-2213241,Shared entity relation,R-HSA-8951500
Immune System,R-HSA-2130486,Shared entity relation,null
Immune System,R-HSA-2130486,Shared entity relation,R-HSA-2213235
Immune System,R-HSA-2213239,Shared entity relation,R-HSA-2213241
Immune System,R-HSA-2213239,Shared entity relation,R-HSA-2130478
Immune System,R-HSA-2213236,Shared entity relation,R-HSA-2130619
Immune System,R-HSA-2213236,Shared entity relation,R-HSA-2130336
Immune System,R-HSA-2213235,Shared entity relation,R-HSA-2130336
Immune System,R-HSA-2130478,Shared entity relation,R-HSA-2213241
Immune System,R-HSA-2130349,Shared entity relation,R-HSA-2213246
Immune System,R-HSA-2130731,Shared entity relation,R-HSA-2213243
Immune System,R-HSA-2130725,Shared entity relation,R-HSA-2130486
Immune System,R-HSA-8951500,Shared entity relation,null
Immune System,R-HSA-8951500,Shared entity relation,R-HSA-8950387
Immune System,R-HSA-8951500,Shared entity relation,R-HSA-2130478
Immune System,R-HSA-8951498,Shared entity relation,null
Immune System,R-HSA-8951498,Shared entity relation,R-HSA-2130641
Immune System,R-HSA-2130336,Shared entity relation,R-HSA-2130504
Immune System,R-HSA-8851044,Shared entity relation,null
Immune System,R-HSA-8851988,Shared entity relation,null
Immune System,R-HSA-8938431,Shared entity relation,null
Immune System,R-HSA-8851038,Shared entity relation,null
Immune System,R-HSA-8852013,Shared entity relation,null
Immune System,R-HSA-8851979,Shared entity relation,null
Immune System,R-HSA-8851018,Shared entity relation,null
Immune System,R-HSA-8852010,Shared entity relation,null
Immune System,R-HSA-6790087,Shared entity relation,R-HSA-389941
Immune System,R-HSA-6790087,Shared entity relation,R-HSA-389919
Immune System,R-HSA-389941,Shared entity relation,null
Immune System,R-HSA-388817,Shared entity relation,R-HSA-388830
Immune System,R-HSA-389523,Shared entity relation,R-HSA-6790087
Immune System,R-HSA-389381,Shared entity relation,null
Immune System,R-HSA-2317314,Shared entity relation,R-HSA-198270
Immune System,R-HSA-198640,Shared entity relation,R-HSA-2317314
Immune System,R-HSA-388832,Shared entity relation,R-HSA-389158
Immune System,R-HSA-2317332,Shared entity relation,R-HSA-198640
Immune System,R-HSA-392530,Shared entity relation,null
Immune System,R-HSA-389756,Shared entity relation,R-HSA-392530
Immune System,R-HSA-198270,Shared entity relation,R-HSA-389756
Immune System,R-HSA-198270,Shared entity relation,R-HSA-390329
Immune System,R-HSA-198270,Shared entity relation,R-HSA-2317314
Immune System,R-HSA-2316429,Shared entity relation,R-HSA-2317314
Immune System,R-HSA-388831,Shared entity relation,R-HSA-388832
Immune System,R-HSA-388831,Shared entity relation,R-HSA-388814
Immune System,R-HSA-388831,Shared entity relation,R-HSA-389381
